AIRFOIL_CODE,ATTACK_ANGLE,KJ_LIFT,STD_LIFT,MEAN_CAMBER_Y_VALS,THICKNESSES
5620,8,1.808252,1.788483, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
5620,10,2.047875,2.014416, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
5620,12,2.285004,2.232559, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
5620,14,2.519348,2.441849, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
5622,-14,-0.919751,-0.892288, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-12,-0.668178,-0.653671, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-10,-0.415791,-0.409805, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-8,-0.162898,-0.16188, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-6,0.090194,0.088897, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-4,0.343176,0.341304, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,-2,0.595739,0.594112, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,0,0.847577,0.846088, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,2,1.098382,1.096005, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,4,1.34785,1.342646, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,6,1.595675,1.584809, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,8,1.841555,1.821314, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,10,2.085193,2.051008, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,12,2.326289,2.272774, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5622,14,2.564552,2.48553, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
5624,-14,-0.931908,-0.90417, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-12,-0.676221,-0.661625, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-10,-0.419709,-0.413755, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-8,-0.162687,-0.161766, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-6,0.094534,0.093114, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-4,0.35164,0.349642, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,-2,0.608317,0.60657, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,0,0.864254,0.862646, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,2,1.119137,1.116621, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,4,1.372656,1.367259, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,6,1.624504,1.613338, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,8,1.874372,1.85366, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,10,2.121956,2.087054, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,12,2.366956,2.312383, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5624,14,2.609071,2.528549, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
5626,-14,-0.94388,-0.915872, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-12,-0.684128,-0.669449, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-10,-0.423543,-0.417624, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-8,-0.162442,-0.161622, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-6,0.098857,0.09731, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-4,0.360035,0.357909, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,-2,0.620775,0.618906, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,0,0.880758,0.879029, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,2,1.139669,1.137012, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,4,1.397191,1.391598, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,6,1.653011,1.641545, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,8,1.906816,1.885637, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,10,2.158299,2.122684, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,12,2.407152,2.351531, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5626,14,2.653072,2.571064, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
5628,-14,-0.955724,-0.927451, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-12,-0.691947,-0.677187, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-10,-0.427326,-0.421444, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-8,-0.162185,-0.161467, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-6,0.103153,0.101477, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-4,0.368366,0.366108, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,-2,0.63313,0.631136, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,0,0.897122,0.89527, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,2,1.160022,1.157222, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,4,1.421508,1.415718, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,6,1.681263,1.669497, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,8,1.938969,1.917323, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,10,2.194313,2.157989, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,12,2.446983,2.390322, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5628,14,2.696672,2.61319, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
5630,-14,-0.967484,-0.938949, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-12,-0.69971,-0.684873, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-10,-0.431084,-0.425241, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-8,-0.161932,-0.161318, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-6,0.107417,0.105611, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-4,0.376635,0.374244, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,-2,0.645394,0.643273, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,0,0.913366,0.911388, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,2,1.180226,1.177282, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,4,1.445649,1.439659, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,6,1.709309,1.697242, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,8,1.970888,1.948776, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,10,2.230065,2.193034, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,12,2.486525,2.428828, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5630,14,2.739955,2.655008, [ 0  0.015278  0.027778  0.0375  0.044444  0.048611  0.05  0.046875  0.0375  0.021875  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
5710,-14,-0.715908,-0.694118, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-12,-0.491551,-0.480537, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-10,-0.266596,-0.262518, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-8,-0.041316,-0.041122, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-6,0.184014,0.182573, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-4,0.40912,0.407476, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,-2,0.633728,0.632492, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,0,0.857563,0.856525, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,2,1.080354,1.078483, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,4,1.301829,1.297285, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,6,1.521717,1.511864, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,8,1.739751,1.721176, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,10,1.955666,1.924201, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,12,2.169198,2.119949, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5710,14,2.380088,2.307467, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
5712,-14,-0.730886,-0.708763, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-12,-0.50118,-0.490057, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-10,-0.270863,-0.266814, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-8,-0.040216,-0.040122, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-6,0.19048,0.188916, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-4,0.420944,0.419182, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,-2,0.650895,0.649556, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,0,0.880053,0.878915, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,2,1.108139,1.106141, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,4,1.334874,1.330128, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,6,1.559984,1.549784, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,8,1.783192,1.764039, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,10,2.004229,1.971849, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,12,2.222823,2.172203, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
5712,14,2.438709,2.364123, [ 0  0.013265  0.02449  0.033673  0.040816  0.045918  0.04898  0.05  0.044444  0.027778  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
