AIRFOIL_CODE,ATTACK_ANGLE,KJ_LIFT,STD_LIFT,MEAN_CAMBER_Y_VALS,THICKNESSES
1420,-6,-0.606518,-0.602805, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,-4,-0.359067,-0.358007, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,-2,-0.111178,-0.111132, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,0,0.136847,0.136619, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,2,0.384705,0.384038, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,4,0.632094,0.629919, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,6,0.878713,0.873065, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,8,1.124261,1.112291, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,10,1.36844,1.346432, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,12,1.610951,1.574347, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1420,14,1.8515,1.794926, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.078046  0.095626  0.10003  0.096717  0.088234  0.076056  0.061065  0.043719  0.024129  0.0021 ]
1422,-14,-1.611867,-1.56277, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-12,-1.36507,-1.334222, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-10,-1.11661,-1.098832, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-8,-0.86679,-0.857749, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-6,-0.615913,-0.612145, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-4,-0.364287,-0.363218, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,-2,-0.112216,-0.112181, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,0,0.139991,0.139744, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,2,0.392028,0.39133, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,4,0.643587,0.641349, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,6,0.894362,0.888586, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,8,1.144048,1.131834, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,10,1.392339,1.369909, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,12,1.638934,1.601651, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1422,14,1.883533,1.825931, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.085851  0.10519  0.11003  0.10639  0.097057  0.083662  0.067172  0.04809  0.026541  0.00231 ]
1424,-14,-1.63735,-1.587468, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-12,-1.386519,-1.35518, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-10,-1.133999,-1.115941, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-8,-0.880097,-0.870917, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-6,-0.625123,-0.621302, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-4,-0.369387,-0.368311, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,-2,-0.113202,-0.113178, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,0,0.143122,0.142856, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,2,0.399271,0.398541, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,4,0.654934,0.652634, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,6,0.909799,0.903895, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,8,1.163555,1.151101, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,10,1.415894,1.393047, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,12,1.666508,1.628555, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1424,14,1.915092,1.856477, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.093655  0.11475  0.12003  0.11606  0.10588  0.091267  0.073278  0.052462  0.028954  0.00252 ]
1426,-14,-1.662498,-1.611842, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-12,-1.407681,-1.375859, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-10,-1.151149,-1.132816, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-8,-0.893215,-0.883899, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-6,-0.634192,-0.630319, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-4,-0.374397,-0.373313, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,-2,-0.114145,-0.114133, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,0,0.146246,0.14596, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,2,0.406458,0.405697, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,4,0.666176,0.663813, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,6,0.925081,0.919051, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,8,1.18286,1.170167, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,10,1.439197,1.415938, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,12,1.693781,1.655166, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1426,14,1.946302,1.886687, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10146  0.12431  0.13004  0.12573  0.1147  0.098873  0.079385  0.056834  0.031367  0.00273 ]
1428,-14,-1.687392,-1.63597, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-12,-1.428625,-1.396324, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-10,-1.168118,-1.149512, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-8,-0.906187,-0.896736, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-6,-0.643152,-0.639229, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-4,-0.379334,-0.378244, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,-2,-0.115053,-0.115053, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,0,0.149367,0.149061, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,2,0.413606,0.412812, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,4,0.677341,0.674916, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,6,0.94025,0.934094, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,8,1.202014,1.189085, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,10,1.462314,1.438646, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,12,1.720832,1.681561, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1428,14,1.977253,1.916646, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.10926  0.13388  0.14004  0.1354  0.12353  0.10648  0.085491  0.061206  0.03378  0.00294 ]
1430,-14,-1.71209,-1.659908, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-12,-1.449401,-1.416625, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-10,-1.184945,-1.16607, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-8,-0.919046,-0.909463, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-6,-0.652027,-0.648054, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-4,-0.384214,-0.383118, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,-2,-0.115932,-0.115945, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,0,0.15249,0.152163, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,2,0.420727,0.419901, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,4,0.688451,0.685964, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,6,0.955337,0.949055, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,8,1.221058,1.207893, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,10,1.485292,1.461217, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,12,1.747717,1.707793, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1430,14,2.008012,1.946419, [ 0  0.004375  0.0075  0.009375  0.01  0.0097222  0.0088889  0.0075  0.0055556  0.0030556  0 ],[ 0  0.11707  0.14344  0.15004  0.14508  0.13235  0.11408  0.091598  0.065578  0.036193  0.00315 ]
1510,-14,-1.427955,-1.384535, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-12,-1.208123,-1.180884, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-10,-0.986819,-0.971154, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-8,-0.764312,-0.756368, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-6,-0.540875,-0.537572, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-4,-0.316778,-0.315832, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,-2,-0.092295,-0.092229, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,0,0.1323,0.132148, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,2,0.356733,0.356206, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,4,0.580732,0.578854, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,6,0.804024,0.799006, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,8,1.026336,1.015591, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,10,1.247398,1.227552, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,12,1.46694,1.433858, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1510,14,1.684694,1.633503, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.039023  0.047813  0.050014  0.048358  0.044117  0.038028  0.030533  0.021859  0.012064  0.00105 ]
1512,-14,-1.461029,-1.416589, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
1512,-12,-1.235999,-1.208118, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
1512,-10,-1.009463,-0.993427, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
1512,-8,-0.781697,-0.773564, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
1512,-6,-0.552979,-0.549598, [ 0  0.0036  0.0064  0.0084  0.0096  0.01  0.0096  0.0084  0.0064  0.0036  0 ],[ 0  0.046828  0.057375  0.060017  0.05803  0.05294  0.045634  0.036639  0.026231  0.014477  0.00126 ]
